dataset_id,campaign_id,doi,laboratory,apparatus,observable,value,unit,uncertainty,uncertainty_type,temperature_K,pressure_Pa,equivalence_ratio,cracking_ratio,fuel_composition,oxidizer_composition,definition,source_location,digitized,quality_status,exclusion_reason,source_file,file_doi,experiment_type,residence_time_s,time_s,reported_value,reported_unit,curator,initial_composition,measurement_class,pressure_bar
x00100003:gdg1:p2:H2O,campaign_d5397fe0cc8b,10.1016/j.combustflame.2021.111653,,stirred reactor (quartz),H2O,0.0,mole fraction,5e-06,evaluated standard deviation:absolute:mole fraction,850.0,101325.0,0.25,0.6086956521739131,"{""H2"": 0.0014, ""NH3"": 0.0006}","{""N2"": 0.9922, ""O2"": 0.0058}",[H2O],"location: Main Article, Supp. Mat.; table: Table 1, mixture 9; Tabulated data are in Supp. Mat. 2. (Excel sheet): phi = 0.25 worksheet, 70% H2/30% NH3 table; figure: Figure 3., green pentagons (70% H2)",False,pending_manual_review,,x00100003.xml,10.24388/x00100003,jet stirred reactor measurement,1.0,,0.0,mole fraction,"András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.0014, ""N2"": 0.9922, ""NH3"": 0.0006, ""O2"": 0.0058}",Species,1.01325
x00100003:gdg1:p3:H2O,campaign_d5397fe0cc8b,10.1016/j.combustflame.2021.111653,,stirred reactor (quartz),H2O,0.0,mole fraction,5e-06,evaluated standard deviation:absolute:mole fraction,880.0,101325.0,0.25,0.6086956521739131,"{""H2"": 0.0014, ""NH3"": 0.0006}","{""N2"": 0.9922, ""O2"": 0.0058}",[H2O],"location: Main Article, Supp. Mat.; table: Table 1, mixture 9; Tabulated data are in Supp. Mat. 2. (Excel sheet): phi = 0.25 worksheet, 70% H2/30% NH3 table; figure: Figure 3., green pentagons (70% H2)",False,pending_manual_review,,x00100003.xml,10.24388/x00100003,jet stirred reactor measurement,1.0,,0.0,mole fraction,"András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.0014, ""N2"": 0.9922, ""NH3"": 0.0006, ""O2"": 0.0058}",Species,1.01325
x00100003:gdg1:p4:H2O,campaign_d5397fe0cc8b,10.1016/j.combustflame.2021.111653,,stirred reactor (quartz),H2O,0.0,mole fraction,5e-06,evaluated standard deviation:absolute:mole fraction,910.0,101325.0,0.25,0.6086956521739131,"{""H2"": 0.0014, ""NH3"": 0.0006}","{""N2"": 0.9922, ""O2"": 0.0058}",[H2O],"location: Main Article, Supp. Mat.; table: Table 1, mixture 9; Tabulated data are in Supp. Mat. 2. (Excel sheet): phi = 0.25 worksheet, 70% H2/30% NH3 table; figure: Figure 3., green pentagons (70% H2)",False,pending_manual_review,,x00100003.xml,10.24388/x00100003,jet stirred reactor measurement,1.0,,0.0,mole fraction,"András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.0014, ""N2"": 0.9922, ""NH3"": 0.0006, ""O2"": 0.0058}",Species,1.01325
x00100003:gdg1:p5:H2O,campaign_d5397fe0cc8b,10.1016/j.combustflame.2021.111653,,stirred reactor (quartz),H2O,0.000245,mole fraction,2.5e-05,evaluated standard deviation:absolute:mole fraction,940.0,101325.0,0.25,0.6086956521739131,"{""H2"": 0.0014, ""NH3"": 0.0006}","{""N2"": 0.9922, ""O2"": 0.0058}",[H2O],"location: Main Article, Supp. Mat.; table: Table 1, mixture 9; Tabulated data are in Supp. Mat. 2. (Excel sheet): phi = 0.25 worksheet, 70% H2/30% NH3 table; figure: Figure 3., green pentagons (70% H2)",False,pending_manual_review,,x00100003.xml,10.24388/x00100003,jet stirred reactor measurement,1.0,,0.000245,mole fraction,"András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.0014, ""N2"": 0.9922, ""NH3"": 0.0006, ""O2"": 0.0058}",Species,1.01325
x00100003:gdg1:p6:H2O,campaign_d5397fe0cc8b,10.1016/j.combustflame.2021.111653,,stirred reactor (quartz),H2O,0.000734,mole fraction,7.4e-05,evaluated standard deviation:absolute:mole fraction,970.0,101325.0,0.25,0.6086956521739131,"{""H2"": 0.0014, ""NH3"": 0.0006}","{""N2"": 0.9922, ""O2"": 0.0058}",[H2O],"location: Main Article, Supp. Mat.; table: Table 1, mixture 9; Tabulated data are in Supp. Mat. 2. (Excel sheet): phi = 0.25 worksheet, 70% H2/30% NH3 table; figure: Figure 3., green pentagons (70% H2)",False,pending_manual_review,,x00100003.xml,10.24388/x00100003,jet stirred reactor measurement,1.0,,0.000734,mole fraction,"András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.0014, ""N2"": 0.9922, ""NH3"": 0.0006, ""O2"": 0.0058}",Species,1.01325
x00100003:gdg1:p7:H2O,campaign_d5397fe0cc8b,10.1016/j.combustflame.2021.111653,,stirred reactor (quartz),H2O,0.00118,mole fraction,0.000119,evaluated standard deviation:absolute:mole fraction,1000.0,101325.0,0.25,0.6086956521739131,"{""H2"": 0.0014, ""NH3"": 0.0006}","{""N2"": 0.9922, ""O2"": 0.0058}",[H2O],"location: Main Article, Supp. Mat.; table: Table 1, mixture 9; Tabulated data are in Supp. Mat. 2. (Excel sheet): phi = 0.25 worksheet, 70% H2/30% NH3 table; figure: Figure 3., green pentagons (70% H2)",False,pending_manual_review,,x00100003.xml,10.24388/x00100003,jet stirred reactor measurement,1.0,,0.00118,mole fraction,"András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.0014, ""N2"": 0.9922, ""NH3"": 0.0006, ""O2"": 0.0058}",Species,1.01325
x00100003:gdg1:p8:H2O,campaign_d5397fe0cc8b,10.1016/j.combustflame.2021.111653,,stirred reactor (quartz),H2O,0.00184,mole fraction,0.000186,evaluated standard deviation:absolute:mole fraction,1030.0,101325.0,0.25,0.6086956521739131,"{""H2"": 0.0014, ""NH3"": 0.0006}","{""N2"": 0.9922, ""O2"": 0.0058}",[H2O],"location: Main Article, Supp. Mat.; table: Table 1, mixture 9; Tabulated data are in Supp. Mat. 2. (Excel sheet): phi = 0.25 worksheet, 70% H2/30% NH3 table; figure: Figure 3., green pentagons (70% H2)",False,pending_manual_review,,x00100003.xml,10.24388/x00100003,jet stirred reactor measurement,1.0,,0.00184,mole fraction,"András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.0014, ""N2"": 0.9922, ""NH3"": 0.0006, ""O2"": 0.0058}",Species,1.01325
x00100003:gdg1:p9:H2O,campaign_d5397fe0cc8b,10.1016/j.combustflame.2021.111653,,stirred reactor (quartz),H2O,0.00221,mole fraction,0.000223,evaluated standard deviation:absolute:mole fraction,1060.0,101325.0,0.25,0.6086956521739131,"{""H2"": 0.0014, ""NH3"": 0.0006}","{""N2"": 0.9922, ""O2"": 0.0058}",[H2O],"location: Main Article, Supp. Mat.; table: Table 1, mixture 9; Tabulated data are in Supp. Mat. 2. (Excel sheet): phi = 0.25 worksheet, 70% H2/30% NH3 table; figure: Figure 3., green pentagons (70% H2)",False,pending_manual_review,,x00100003.xml,10.24388/x00100003,jet stirred reactor measurement,1.0,,0.00221,mole fraction,"András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.0014, ""N2"": 0.9922, ""NH3"": 0.0006, ""O2"": 0.0058}",Species,1.01325
x00100004:gdg1:p1:H2O,campaign_d5397fe0cc8b,10.1016/j.combustflame.2021.111653,,stirred reactor (quartz),H2O,0.0,mole fraction,5e-06,evaluated standard deviation:absolute:mole fraction,900.0,101325.0,1.0,0.0689655172413793,"{""H2"": 0.00019999999999999998, ""NH3"": 0.0018}","{""N2"": 0.99565, ""O2"": 0.00235}",[H2O],"location: Main Article, Supp. Mat.; table: Table 1, mixture 4; Tabulated data are in Supp. Mat. 2. (Excel sheet): phi = 1.0 worksheet, 10% H2/90% NH3 table; figure: Figure 4., pink stars (10% H2)",False,pending_manual_review,,x00100004.xml,10.24388/x00100004,jet stirred reactor measurement,1.0,,0.0,mole fraction,"András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.00019999999999999998, ""N2"": 0.99565, ""NH3"": 0.0018, ""O2"": 0.00235}",Species,1.01325
x00100004:gdg1:p2:H2O,campaign_d5397fe0cc8b,10.1016/j.combustflame.2021.111653,,stirred reactor (quartz),H2O,0.0,mole fraction,5e-06,evaluated standard deviation:absolute:mole fraction,952.0,101325.0,1.0,0.0689655172413793,"{""H2"": 0.00019999999999999998, ""NH3"": 0.0018}","{""N2"": 0.99565, ""O2"": 0.00235}",[H2O],"location: Main Article, Supp. Mat.; table: Table 1, mixture 4; Tabulated data are in Supp. Mat. 2. (Excel sheet): phi = 1.0 worksheet, 10% H2/90% NH3 table; figure: Figure 4., pink stars (10% H2)",False,pending_manual_review,,x00100004.xml,10.24388/x00100004,jet stirred reactor measurement,1.0,,0.0,mole fraction,"András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.00019999999999999998, ""N2"": 0.99565, ""NH3"": 0.0018, ""O2"": 0.00235}",Species,1.01325
x00100004:gdg1:p3:H2O,campaign_d5397fe0cc8b,10.1016/j.combustflame.2021.111653,,stirred reactor (quartz),H2O,0.0,mole fraction,5e-06,evaluated standard deviation:absolute:mole fraction,1000.0,101325.0,1.0,0.0689655172413793,"{""H2"": 0.00019999999999999998, ""NH3"": 0.0018}","{""N2"": 0.99565, ""O2"": 0.00235}",[H2O],"location: Main Article, Supp. Mat.; table: Table 1, mixture 4; Tabulated data are in Supp. Mat. 2. (Excel sheet): phi = 1.0 worksheet, 10% H2/90% NH3 table; figure: Figure 4., pink stars (10% H2)",False,pending_manual_review,,x00100004.xml,10.24388/x00100004,jet stirred reactor measurement,1.0,,0.0,mole fraction,"András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.00019999999999999998, ""N2"": 0.99565, ""NH3"": 0.0018, ""O2"": 0.00235}",Species,1.01325
x00100004:gdg1:p4:H2O,campaign_d5397fe0cc8b,10.1016/j.combustflame.2021.111653,,stirred reactor (quartz),H2O,7.2e-05,mole fraction,5e-06,evaluated standard deviation:absolute:mole fraction,1060.0,101325.0,1.0,0.0689655172413793,"{""H2"": 0.00019999999999999998, ""NH3"": 0.0018}","{""N2"": 0.99565, ""O2"": 0.00235}",[H2O],"location: Main Article, Supp. Mat.; table: Table 1, mixture 4; Tabulated data are in Supp. Mat. 2. (Excel sheet): phi = 1.0 worksheet, 10% H2/90% NH3 table; figure: Figure 4., pink stars (10% H2)",False,pending_manual_review,,x00100004.xml,10.24388/x00100004,jet stirred reactor measurement,1.0,,7.2e-05,mole fraction,"András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.00019999999999999998, ""N2"": 0.99565, ""NH3"": 0.0018, ""O2"": 0.00235}",Species,1.01325
x00100004:gdg1:p5:H2O,campaign_d5397fe0cc8b,10.1016/j.combustflame.2021.111653,,stirred reactor (quartz),H2O,0.000241,mole fraction,1.5e-05,evaluated standard deviation:absolute:mole fraction,1100.0,101325.0,1.0,0.0689655172413793,"{""H2"": 0.00019999999999999998, ""NH3"": 0.0018}","{""N2"": 0.99565, ""O2"": 0.00235}",[H2O],"location: Main Article, Supp. Mat.; table: Table 1, mixture 4; Tabulated data are in Supp. Mat. 2. (Excel sheet): phi = 1.0 worksheet, 10% H2/90% NH3 table; figure: Figure 4., pink stars (10% H2)",False,pending_manual_review,,x00100004.xml,10.24388/x00100004,jet stirred reactor measurement,1.0,,0.000241,mole fraction,"András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.00019999999999999998, ""N2"": 0.99565, ""NH3"": 0.0018, ""O2"": 0.00235}",Species,1.01325
x00100004:gdg1:p6:H2O,campaign_d5397fe0cc8b,10.1016/j.combustflame.2021.111653,,stirred reactor (quartz),H2O,0.000651,mole fraction,4.1e-05,evaluated standard deviation:absolute:mole fraction,1150.0,101325.0,1.0,0.0689655172413793,"{""H2"": 0.00019999999999999998, ""NH3"": 0.0018}","{""N2"": 0.99565, ""O2"": 0.00235}",[H2O],"location: Main Article, Supp. Mat.; table: Table 1, mixture 4; Tabulated data are in Supp. Mat. 2. (Excel sheet): phi = 1.0 worksheet, 10% H2/90% NH3 table; figure: Figure 4., pink stars (10% H2)",False,pending_manual_review,,x00100004.xml,10.24388/x00100004,jet stirred reactor measurement,1.0,,0.000651,mole fraction,"András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.00019999999999999998, ""N2"": 0.99565, ""NH3"": 0.0018, ""O2"": 0.00235}",Species,1.01325
x00100004:gdg1:p7:H2O,campaign_d5397fe0cc8b,10.1016/j.combustflame.2021.111653,,stirred reactor (quartz),H2O,0.001,mole fraction,6.3e-05,evaluated standard deviation:absolute:mole fraction,1180.0,101325.0,1.0,0.0689655172413793,"{""H2"": 0.00019999999999999998, ""NH3"": 0.0018}","{""N2"": 0.99565, ""O2"": 0.00235}",[H2O],"location: Main Article, Supp. Mat.; table: Table 1, mixture 4; Tabulated data are in Supp. Mat. 2. (Excel sheet): phi = 1.0 worksheet, 10% H2/90% NH3 table; figure: Figure 4., pink stars (10% H2)",False,pending_manual_review,,x00100004.xml,10.24388/x00100004,jet stirred reactor measurement,1.0,,0.001,mole fraction,"András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.00019999999999999998, ""N2"": 0.99565, ""NH3"": 0.0018, ""O2"": 0.00235}",Species,1.01325
x00100004:gdg1:p8:H2O,campaign_d5397fe0cc8b,10.1016/j.combustflame.2021.111653,,stirred reactor (quartz),H2O,0.00161,mole fraction,0.000102,evaluated standard deviation:absolute:mole fraction,1210.0,101325.0,1.0,0.0689655172413793,"{""H2"": 0.00019999999999999998, ""NH3"": 0.0018}","{""N2"": 0.99565, ""O2"": 0.00235}",[H2O],"location: Main Article, Supp. Mat.; table: Table 1, mixture 4; Tabulated data are in Supp. Mat. 2. (Excel sheet): phi = 1.0 worksheet, 10% H2/90% NH3 table; figure: Figure 4., pink stars (10% H2)",False,pending_manual_review,,x00100004.xml,10.24388/x00100004,jet stirred reactor measurement,1.0,,0.00161,mole fraction,"András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.00019999999999999998, ""N2"": 0.99565, ""NH3"": 0.0018, ""O2"": 0.00235}",Species,1.01325
x00100004:gdg1:p9:H2O,campaign_d5397fe0cc8b,10.1016/j.combustflame.2021.111653,,stirred reactor (quartz),H2O,0.00224,mole fraction,0.000142,evaluated standard deviation:absolute:mole fraction,1240.0,101325.0,1.0,0.0689655172413793,"{""H2"": 0.00019999999999999998, ""NH3"": 0.0018}","{""N2"": 0.99565, ""O2"": 0.00235}",[H2O],"location: Main Article, Supp. Mat.; table: Table 1, mixture 4; Tabulated data are in Supp. Mat. 2. (Excel sheet): phi = 1.0 worksheet, 10% H2/90% NH3 table; figure: Figure 4., pink stars (10% H2)",False,pending_manual_review,,x00100004.xml,10.24388/x00100004,jet stirred reactor measurement,1.0,,0.00224,mole fraction,"András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.00019999999999999998, ""N2"": 0.99565, ""NH3"": 0.0018, ""O2"": 0.00235}",Species,1.01325
x00100004:gdg1:p10:H2O,campaign_d5397fe0cc8b,10.1016/j.combustflame.2021.111653,,stirred reactor (quartz),H2O,0.00255,mole fraction,0.000162,evaluated standard deviation:absolute:mole fraction,1281.0,101325.0,1.0,0.0689655172413793,"{""H2"": 0.00019999999999999998, ""NH3"": 0.0018}","{""N2"": 0.99565, ""O2"": 0.00235}",[H2O],"location: Main Article, Supp. Mat.; table: Table 1, mixture 4; Tabulated data are in Supp. Mat. 2. (Excel sheet): phi = 1.0 worksheet, 10% H2/90% NH3 table; figure: Figure 4., pink stars (10% H2)",False,pending_manual_review,,x00100004.xml,10.24388/x00100004,jet stirred reactor measurement,1.0,,0.00255,mole fraction,"András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.00019999999999999998, ""N2"": 0.99565, ""NH3"": 0.0018, ""O2"": 0.00235}",Species,1.01325
x00100005:gdg1:p1:H2O,campaign_d5397fe0cc8b,10.1016/j.combustflame.2021.111653,,stirred reactor (quartz),H2O,0.0,mole fraction,5e-06,evaluated standard deviation:absolute:mole fraction,900.0,101325.0,1.0,0.2222222222222222,"{""H2"": 0.0006, ""NH3"": 0.0014}","{""N2"": 0.99595, ""O2"": 0.0020499999999999997}",[H2O],"location: Main Article, Supp. Mat.; table: Table 1, mixture 6; Tabulated data are in Supp. Mat. 2. (Excel sheet): phi = 1.0 worksheet, 30% H2/70% NH3 table; figure: Figure 4., red circles (30% H2)",False,pending_manual_review,,x00100005.xml,10.24388/x00100005,jet stirred reactor measurement,1.0,,0.0,mole fraction,"András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.0006, ""N2"": 0.99595, ""NH3"": 0.0014, ""O2"": 0.0020499999999999997}",Species,1.01325
x00100005:gdg1:p2:H2O,campaign_d5397fe0cc8b,10.1016/j.combustflame.2021.111653,,stirred reactor (quartz),H2O,0.0,mole fraction,5e-06,evaluated standard deviation:absolute:mole fraction,950.0,101325.0,1.0,0.2222222222222222,"{""H2"": 0.0006, ""NH3"": 0.0014}","{""N2"": 0.99595, ""O2"": 0.0020499999999999997}",[H2O],"location: Main Article, Supp. Mat.; table: Table 1, mixture 6; Tabulated data are in Supp. Mat. 2. (Excel sheet): phi = 1.0 worksheet, 30% H2/70% NH3 table; figure: Figure 4., red circles (30% H2)",False,pending_manual_review,,x00100005.xml,10.24388/x00100005,jet stirred reactor measurement,1.0,,0.0,mole fraction,"András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.0006, ""N2"": 0.99595, ""NH3"": 0.0014, ""O2"": 0.0020499999999999997}",Species,1.01325
x00100005:gdg1:p3:H2O,campaign_d5397fe0cc8b,10.1016/j.combustflame.2021.111653,,stirred reactor (quartz),H2O,0.000105,mole fraction,1.4e-05,evaluated standard deviation:absolute:mole fraction,1010.0,101325.0,1.0,0.2222222222222222,"{""H2"": 0.0006, ""NH3"": 0.0014}","{""N2"": 0.99595, ""O2"": 0.0020499999999999997}",[H2O],"location: Main Article, Supp. Mat.; table: Table 1, mixture 6; Tabulated data are in Supp. Mat. 2. (Excel sheet): phi = 1.0 worksheet, 30% H2/70% NH3 table; figure: Figure 4., red circles (30% H2)",False,pending_manual_review,,x00100005.xml,10.24388/x00100005,jet stirred reactor measurement,1.0,,0.000105,mole fraction,"András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.0006, ""N2"": 0.99595, ""NH3"": 0.0014, ""O2"": 0.0020499999999999997}",Species,1.01325
x00100005:gdg1:p4:H2O,campaign_d5397fe0cc8b,10.1016/j.combustflame.2021.111653,,stirred reactor (quartz),H2O,0.000395,mole fraction,5.2e-05,evaluated standard deviation:absolute:mole fraction,1040.0,101325.0,1.0,0.2222222222222222,"{""H2"": 0.0006, ""NH3"": 0.0014}","{""N2"": 0.99595, ""O2"": 0.0020499999999999997}",[H2O],"location: Main Article, Supp. Mat.; table: Table 1, mixture 6; Tabulated data are in Supp. Mat. 2. (Excel sheet): phi = 1.0 worksheet, 30% H2/70% NH3 table; figure: Figure 4., red circles (30% H2)",False,pending_manual_review,,x00100005.xml,10.24388/x00100005,jet stirred reactor measurement,1.0,,0.000395,mole fraction,"András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.0006, ""N2"": 0.99595, ""NH3"": 0.0014, ""O2"": 0.0020499999999999997}",Species,1.01325
x00100005:gdg1:p5:H2O,campaign_d5397fe0cc8b,10.1016/j.combustflame.2021.111653,,stirred reactor (quartz),H2O,0.000671,mole fraction,8.8e-05,evaluated standard deviation:absolute:mole fraction,1070.0,101325.0,1.0,0.2222222222222222,"{""H2"": 0.0006, ""NH3"": 0.0014}","{""N2"": 0.99595, ""O2"": 0.0020499999999999997}",[H2O],"location: Main Article, Supp. Mat.; table: Table 1, mixture 6; Tabulated data are in Supp. Mat. 2. (Excel sheet): phi = 1.0 worksheet, 30% H2/70% NH3 table; figure: Figure 4., red circles (30% H2)",False,pending_manual_review,,x00100005.xml,10.24388/x00100005,jet stirred reactor measurement,1.0,,0.000671,mole fraction,"András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.0006, ""N2"": 0.99595, ""NH3"": 0.0014, ""O2"": 0.0020499999999999997}",Species,1.01325
x00100005:gdg1:p6:H2O,campaign_d5397fe0cc8b,10.1016/j.combustflame.2021.111653,,stirred reactor (quartz),H2O,0.00135,mole fraction,0.000177,evaluated standard deviation:absolute:mole fraction,1120.0,101325.0,1.0,0.2222222222222222,"{""H2"": 0.0006, ""NH3"": 0.0014}","{""N2"": 0.99595, ""O2"": 0.0020499999999999997}",[H2O],"location: Main Article, Supp. Mat.; table: Table 1, mixture 6; Tabulated data are in Supp. Mat. 2. (Excel sheet): phi = 1.0 worksheet, 30% H2/70% NH3 table; figure: Figure 4., red circles (30% H2)",False,pending_manual_review,,x00100005.xml,10.24388/x00100005,jet stirred reactor measurement,1.0,,0.00135,mole fraction,"András Szanthoffer, Chemical Kinetics Laboratory, Institute of Chemistry, ELTE, Budapest, Hungary","{""H2"": 0.0006, ""N2"": 0.99595, ""NH3"": 0.0014, ""O2"": 0.0020499999999999997}",Species,1.01325
